2013-12-16 06:30:00,52.01246787
2013-12-16 06:35:00,52.92083965
2013-12-16 06:40:00,51.43811574
2013-12-16 06:45:00,51.46420607
2013-12-16 06:50:00,52.49102788
2013-12-16 06:55:00,52.52687481
2013-12-16 07:00:00,50.45056375
2013-12-16 07:05:00,51.22282136
2013-12-16 07:10:00,50.3957789
2013-12-16 07:15:00,51.35351229
2013-12-16 07:20:00,51.03941604
2013-12-16 07:25:00,50.21714895
2013-12-16 07:30:00,50.55841829
2013-12-16 07:35:00,51.16255256
2013-12-16 07:40:00,50.94886444
2013-12-16 07:45:00,50.79486943
2013-12-16 07:50:00,49.21029401
2013-12-16 07:55:00,48.84738522
2013-12-16 08:00:00,50.14519639
2013-12-16 08:05:00,50.97445399
2013-12-16 08:10:00,50.90921407
2013-12-16 08:15:00,50.02062105
2013-12-16 08:20:00,49.74401138
2013-12-16 08:25:00,49.97094575
2013-12-16 08:30:00,49.33884328
2013-12-16 08:35:00,48.78436052
2013-12-16 08:40:00,49.53339906
2013-12-16 08:45:00,49.78162577
2013-12-16 08:50:00,49.62187665
2013-12-16 08:55:00,49.68919324
2013-12-16 09:00:00,48.30739042
2013-12-16 09:05:00,48.82902834
2013-12-16 09:10:00,50.35484431
2013-12-16 09:15:00,50.21769333
2013-12-16 09:20:00,48.10254852
2013-12-16 09:25:00,49.46442467
2013-12-16 09:30:00,48.33883452
2013-12-16 09:35:00,48.00434093
2013-12-16 09:40:00,48.90008594
2013-12-16 09:45:00,50.17850555
2013-12-16 09:50:00,49.56887872
2013-12-16 09:55:00,49.37605213
2013-12-16 10:00:00,48.80167321
2013-12-16 10:05:00,47.80191086
2013-12-16 10:10:00,49.07504767
2013-12-16 10:15:00,49.24019399
2013-12-16 10:20:00,48.20736299
2013-12-16 10:25:00,48.62104883
2013-12-16 10:30:00,49.51150583
2013-12-16 10:35:00,47.52778085
2013-12-16 15:25:00,43.17745454
2013-12-16 15:30:00,41.30898865
2013-12-16 15:35:00,40.46142699
2013-12-16 15:40:00,37.79127513
2013-12-16 15:45:00,36.24965328
2013-12-16 15:50:00,35.07245553
2013-12-16 15:55:00,32.45494267
2013-12-16 16:00:00,30.69964858
2013-12-16 16:05:00,30.50446055
2013-12-16 16:10:00,27.21222794
